ticker,title,content,published_date,source,sentiment_score
AMD,Oppenheimer Cuts AMD Price Target to $112,"Oppenheimer analyst cuts AMD (AMD) price target to $112, citing competitive pressures. The firm maintains a Underweight rating on the stock.",2024-07-08,TipRanks,-0.51
AMD,Goldman Sachs Boosts AMD Price Target to $257,"Goldman Sachs analyst boosts AMD (AMD) price target to $257, citing AI tailwinds. The firm maintains a Buy rating on the stock.",2024-07-08,TheStreet,0.26
NFLX,"Netflix Raises Dividend by 3%, Announces $4B Buyback",Netflix increased its quarterly dividend by 3% and authorized a $4 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-07-08,The Motley Fool,0.48
PYPL,PayPal Shares Surge 1.7% on Market Breadth Improves,PayPal (PYPL) shares surgeed 1.7% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-08,TipRanks,0.5
SHOP,"Shopify Reports Q3 Revenue of $64.2B, Beating Expectations","Shopify announced Q3 2024 revenue of $64.2 billion, surpassing analyst estimates. The company reported earnings per share of $7.64, above consensus. Management raised full-year guidance citing strong demand.",2024-07-08,Benzinga,0.58
WFC,"Wells Fargo Reports Q3 Revenue of $39.6B, Beating Expectations","Wells Fargo announced Q3 2024 revenue of $39.6 billion, surpassing analyst estimates. The company reported earnings per share of $14.27, above consensus. Management raised full-year guidance citing strong demand.",2024-07-08,Investor's Business Daily,0.37
BRK-B,Berkshire Hathaway Shares Gain 5.3% on Earnings Season Surprises To Upside,Berkshire Hathaway (BRK-B) shares gained 5.3% following earnings season surprises to upside. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-08,Forbes,0.31
JNJ,Johnson & Johnson Shares Climb 5.5% on Market Breadth Improves,Johnson & Johnson (JNJ) shares climbed 5.5% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-08,CNBC,0.24
SLB,SLB Receives Regulatory Approval for expansion,"SLB received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2024-07-08,CNBC,0.22
WMT,Walmart Shares Rally 5.1% on Market Breadth Improves,Walmart (WMT) shares rallyed 5.1% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-08,Zacks,0.57
HD,"Home Depot Reports Q3 Revenue of $13.5B, Beating Expectations","Home Depot announced Q3 2024 revenue of $13.5 billion, surpassing analyst estimates. The company reported earnings per share of $10.81, above consensus. Management raised full-year guidance citing strong demand.",2024-07-08,Business Insider,0.38
NKE,"Nike Reports Q3 Revenue of $33.9B, Beating Expectations","Nike announced Q3 2024 revenue of $33.9 billion, surpassing analyst estimates. The company reported earnings per share of $10.3, above consensus. Management raised full-year guidance citing strong demand.",2024-07-08,Reuters,0.71
DIS,Disney Cuts Workforce by 7%,Disney announced layoffs affecting thousands of employees as part of a cost reduction program. The company cited the need to adapt to changing market conditions.,2024-07-08,Benzinga,-0.22
CAT,Piper Sandler Boosts Caterpillar Price Target to $343,"Piper Sandler analyst boosts Caterpillar (CAT) price target to $343, citing margin expansion. The firm maintains a Buy rating on the stock.",2024-07-08,Zacks,0.27
LMT,Lockheed Martin Receives Regulatory Approval for acquisition,"Lockheed Martin received regulatory approval, clearing a key hurdle for growth. The approval was widely expected but removes a source of uncertainty for investors.",2024-07-08,BBC Business,0.23
UPS,UPS Faces Challenges from Reshoring Trends,UPS (UPS) faces headwinds from reshoring trends. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-08,Barron's,-0.36
MSFT,Microsoft Faces Challenges from Cloud Computing Growth,Microsoft (MSFT) faces headwinds from cloud computing growth. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-09,Financial Times,-0.5
C,Citigroup CFO Announces Retirement,Citigroup's Chief Financial Officer announced plans to retire after serving the company for several years. A search for a successor is underway.,2024-07-09,The Motley Fool,-0.03
MRNA,Cowen Boosts Moderna Price Target to $293,"Cowen analyst boosts Moderna (MRNA) price target to $293, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2024-07-09,TipRanks,0.25
MRNA,Moderna Board Approves New Strategic Plan,"Moderna's board of directors approved a three-year strategic plan focusing on core business growth, margin improvement, and capital returns to shareholders.",2024-07-09,CNBC,0.47
PYPL,PayPal Shares Gain 2.3% on Market Breadth Improves,PayPal (PYPL) shares gained 2.3% following market breadth improves. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-10,TheStreet,0.21
COIN,"Coinbase Reports Q3 Revenue of $55.0B, Beating Expectations","Coinbase announced Q3 2024 revenue of $55.0 billion, surpassing analyst estimates. The company reported earnings per share of $6.1, above consensus. Management raised full-year guidance citing strong demand.",2024-07-10,Financial Times,0.58
JPM,JPMorgan Shares Surge 5.4% on Institutional Investors Increase Equity Allocation,JPMorgan (JPM) shares surgeed 5.4% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-10,Barron's,0.19
AXP,"American Express Raises Dividend by 18%, Announces $3B Buyback",American Express increased its quarterly dividend by 18% and authorized a $3 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-07-10,TheStreet,0.75
GILD,Morgan Stanley Raises Gilead Sciences Price Target to $126,"Morgan Stanley analyst raises Gilead Sciences (GILD) price target to $126, citing AI tailwinds. The firm maintains a Buy rating on the stock.",2024-07-10,TechCrunch,0.64
SBUX,Bank of America Boosts Starbucks Price Target to $263,"Bank of America analyst boosts Starbucks (SBUX) price target to $263, citing margin expansion. The firm maintains a Buy rating on the stock.",2024-07-10,Reuters,0.44
AAPL,KeyBanc Boosts Apple Price Target to $489,"KeyBanc analyst boosts Apple (AAPL) price target to $489, citing accelerating revenue growth. The firm maintains a Outperform rating on the stock.",2024-07-11,TechCrunch,0.48
NVDA,"Nvidia Launches Software Update, Shares Rise","Nvidia unveiled its new software update at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Nvidia's strategic growth priorities.",2024-07-11,CNBC,0.4
META,"Meta Platforms Reports Q3 Revenue of $49.6B, Beating Expectations","Meta Platforms announced Q3 2024 revenue of $49.6 billion, surpassing analyst estimates. The company reported earnings per share of $10.96, above consensus. Management raised full-year guidance citing strong demand.",2024-07-11,Forbes,0.77
TSLA,"Tesla Reports Q3 Revenue of $47.5B, Beating Expectations","Tesla announced Q3 2024 revenue of $47.5 billion, surpassing analyst estimates. The company reported earnings per share of $9.39, above consensus. Management raised full-year guidance citing strong demand.",2024-07-11,MarketWatch,0.69
WMT,"Walmart Launches Store Format Redesign, Shares Jump","Walmart unveiled its new store format redesign at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Walmart's strategic growth priorities.",2024-07-11,Barron's,0.4
DIS,"Disney Raises Dividend by 14%, Announces $21B Buyback",Disney increased its quarterly dividend by 14% and authorized a $21 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-07-11,Wall Street Journal,0.59
LMT,Lockheed Martin Faces Challenges from Reshoring Trends,Lockheed Martin (LMT) faces headwinds from reshoring trends. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-11,Benzinga,-0.07
NVDA,"Nvidia Reports Q3 Revenue of $89.8B, Beating Expectations","Nvidia announced Q3 2024 revenue of $89.8 billion, surpassing analyst estimates. The company reported earnings per share of $14.68, above consensus. Management raised full-year guidance citing strong demand.",2024-07-12,The Motley Fool,0.34
COIN,"Coinbase Raises Dividend by 25%, Announces $40B Buyback",Coinbase increased its quarterly dividend by 25% and authorized a $40 billion share repurchase program. The move reflects management's confidence in cash flow generation and commitment to shareholder returns.,2024-07-12,Forbes,0.54
C,"Citigroup Reports Q3 Revenue of $102.9B, Beating Expectations","Citigroup announced Q3 2024 revenue of $102.9 billion, surpassing analyst estimates. The company reported earnings per share of $4.72, above consensus. Management raised full-year guidance citing strong demand.",2024-07-12,Wall Street Journal,0.58
AXP,"American Express Reports Q3 Revenue of $95.7B, Beating Expectations","American Express announced Q3 2024 revenue of $95.7 billion, surpassing analyst estimates. The company reported earnings per share of $7.67, above consensus. Management raised full-year guidance citing strong demand.",2024-07-12,Business Insider,0.71
ABBV,AbbVie Shares Rally 2.7% on Institutional Investors Increase Equity Allocation,AbbVie (ABBV) shares rallyed 2.7% following institutional investors increase equity allocation. Trading volume exceeded the 30-day average. Analysts see continued momentum for the stock.,2024-07-12,Bloomberg,0.17
COST,"Costco Reports Q3 Revenue of $92.7B, Beating Expectations","Costco announced Q3 2024 revenue of $92.7 billion, surpassing analyst estimates. The company reported earnings per share of $12.8, above consensus. Management raised full-year guidance citing strong demand.",2024-07-12,Reuters,0.57
NKE,"Nike Launches Store Format Redesign, Shares Gain","Nike unveiled its new store format redesign at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with Nike's strategic growth priorities.",2024-07-12,MarketWatch,0.41
MCD,"McDonald's Launches Mobile Ordering Platform, Shares Gain","McDonald's unveiled its new mobile ordering platform at a launch event. Early reception has been positive, with analysts noting strong market potential. The initiative aligns with McDonald's's strategic growth priorities.",2024-07-12,Forbes,0.27
CAT,Caterpillar Reaches $923M Settlement with EU Commission,Caterpillar agreed to pay $923 million to settle regulatory charges brought by the EU Commission. The company neither admitted nor denied the allegations.,2024-07-12,BBC Business,-0.34
AAPL,Apple Reaches $1439M Settlement with DOJ,Apple agreed to pay $1439 million to settle regulatory charges brought by the DOJ. The company neither admitted nor denied the allegations.,2024-07-15,Barron's,-0.39
AMZN,Amazon Ai-Powered Platform Launch Receives Mixed Reviews,"Amazon's new AI-powered platform received mixed reviews from analysts and customers. Concerns about pricing, competition, and execution weighed on investor sentiment.",2024-07-15,CNBC,-0.44
NVDA,Nvidia Faces Challenges from Digital Transformation,Nvidia (NVDA) faces headwinds from digital transformation. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-15,TheStreet,-0.06
NVDA,Nvidia Faces Challenges from Cloud Computing Growth,Nvidia (NVDA) faces headwinds from cloud computing growth. Industry analysts note that the company needs to adapt its strategy to navigate the changing competitive dynamics.,2024-07-15,TipRanks,-0.1
